CONCEPT	rope	ruler	sack	saddle	sailboat	salamander	salmon	sandals	sandpaper	sardine	saucer	saxophone	scarf	scissors	scooter	screwdriver	screws	seagull	seal	seaweed	shack	shawl	shed	sheep	shell	shelves	shield	ship	shirt	shoes	shotgun	shovel	shrimp	sink	skateboard	skillet	skirt	skis	skunk	skyscraper	sled	sledgehammer	sleigh	slingshot	slippers	snail	socks	sofa	spade	sparrow	spatula	spear	spider	spinach	spoon	squid	squirrel	starling	stereo	stick	stone	stool_(furniture)	stork	stove	strainer	strawberry	submarine	subway	surfboard	swan	sweater	swimsuit	sword	table	tack	tangerine	tank_(army)	tank_(container)	tap	tape_(scotch)	taxi	telephone	tent	thermometer	thimble	tie	tiger	toad	toaster	toilet	tomahawk	tomato	tongs	tortoise	toy	tractor	trailer	train	tray	tricycle	tripod	trolley	trombone	trousers	trout	truck	trumpet	tuba	tuna	turkey	turnip	turtle	typewriter	umbrella	unicycle	urn	van	veil	vest	vine	violin	vulture	wagon	wall	walnut	walrus	wand	wasp	whale	wheel	wheelbarrow	whip	whistle	willow	woodpecker	worm	wrench	yacht	yam	zebra	zucchini
barrel	0.000	0.224	0.000	0.046	0.049	0.000	0.000	0.023	0.036	0.000	0.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.414	0.000	0.390	0.000	0.000	0.480	0.124	0.150	0.000	0.000	0.000	0.000	0.035	0.000	0.260	0.078	0.000	0.121	0.000	0.020	0.309	0.291	0.175	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.075	0.017	0.000	0.134	0.000	0.052	0.000	0.000	0.422	0.112	0.519	0.026	0.000	0.078	0.000	0.062	0.000	0.096	0.000	0.000	0.000	0.000	0.514	0.000	0.096	0.081	0.103	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.021	0.055	0.000	0.000	0.087	0.168	0.000	0.020	0.000	0.050	0.034	0.000	0.066	0.000	0.000	0.040	0.035	0.000	0.000	0.079	0.000	0.077	0.029	0.043	0.062	0.000	0.000	0.114	0.000	0.112	0.055	0.000	0.000	0.000	0.198	0.036	0.123	0.193	0.092	0.086	0.087	0.000	0.105	0.274	0.120	0.000	0.000	0.086	0.000	0.046	0.000	0.079	0.000	0.000	0.000
basement	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.309	0.000	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
basket	0.000	0.081	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.169	0.000	0.000	0.000	0.000	0.135	0.000	0.087	0.000	0.000	0.121	0.036	0.029	0.000	0.000	0.000	0.240	0.000	0.000	0.094	0.172	0.000	0.044	0.000	0.000	0.112	0.171	0.064	0.057	0.000	0.000	0.000	0.000	0.148	0.000	0.226	0.089	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.153	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.155	0.145	0.000	0.000	0.000	0.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.169	0.000	0.175	0.000	0.000	0.000	0.000	0.064	0.000	0.129	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.064	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000
bat_(animal)	0.000	0.000	0.000	0.000	0.016	0.093	0.026	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.016	0.000	0.021	0.267	0.085	0.000	0.044	0.000	0.030	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.252	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.109	0.383	0.000	0.000	0.092	0.000	0.000	0.000	0.164	0.338	0.000	0.000	0.018	0.024	0.183	0.000	0.000	0.014	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.045	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.147	0.040	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.026	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.092	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.191	0.000	0.000	0.014	0.130	0.059	0.403	0.097	0.000	0.000	0.058	0.037	0.000	0.256	0.023	0.000	0.000	0.000	0.192	0.000
bat_(baseball)	0.164	0.218	0.000	0.017	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.125	0.136	0.057	0.134	0.156	0.000	0.000	0.045	0.355	0.000	0.238	0.000	0.000	0.339	0.299	0.064	0.000	0.000	0.152	0.077	0.000	0.051	0.273	0.109	0.147	0.243	0.000	0.000	0.300	0.531	0.210	0.127	0.000	0.000	0.000	0.000	0.143	0.000	0.262	0.176	0.000	0.000	0.227	0.000	0.000	0.000	0.000	0.503	0.027	0.407	0.000	0.041	0.161	0.000	0.127	0.000	0.289	0.000	0.000	0.000	0.207	0.324	0.104	0.000	0.136	0.151	0.158	0.049	0.000	0.000	0.000	0.068	0.173	0.060	0.000	0.000	0.076	0.000	0.071	0.000	0.334	0.000	0.000	0.062	0.000	0.053	0.105	0.069	0.114	0.091	0.074	0.000	0.000	0.013	0.071	0.067	0.000	0.000	0.000	0.000	0.084	0.097	0.000	0.085	0.000	0.000	0.000	0.124	0.144	0.000	0.136	0.156	0.000	0.000	0.226	0.000	0.000	0.043	0.215	0.174	0.216	0.073	0.000	0.216	0.220	0.000	0.000	0.000	0.111
bathtub	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.020	0.000	0.000	0.000	0.000	0.095	0.067	0.000	0.022	0.060	0.000	0.000	0.000	0.000	0.068	0.541	0.000	0.000	0.000	0.000	0.125	0.017	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.084	0.000	0.098	0.000	0.000	0.000	0.082	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.129	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.251	0.000	0.000	0.000	0.017	0.000	0.043	0.029	0.000	0.000	0.000	0.000	0.034	0.048	0.000	0.000	0.068	0.000	0.066	0.025	0.037	0.059	0.016	0.000	0.027	0.000	0.000	0.047	0.080	0.000	0.000	0.000	0.031	0.000	0.000	0.065	0.074	0.000	0.000	0.090	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.068	0.000	0.088	0.000
baton	0.208	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.074	0.158	0.108	0.045	0.128	0.123	0.000	0.000	0.058	0.164	0.000	0.113	0.000	0.000	0.164	0.206	0.026	0.000	0.000	0.120	0.061	0.000	0.041	0.164	0.157	0.186	0.223	0.000	0.000	0.141	0.300	0.112	0.051	0.000	0.000	0.000	0.000	0.114	0.000	0.206	0.171	0.000	0.000	0.137	0.000	0.000	0.000	0.000	0.343	0.102	0.307	0.000	0.032	0.199	0.000	0.101	0.000	0.299	0.000	0.000	0.000	0.214	0.234	0.083	0.087	0.094	0.120	0.125	0.062	0.000	0.000	0.000	0.141	0.137	0.077	0.000	0.000	0.060	0.000	0.029	0.153	0.300	0.000	0.000	0.049	0.000	0.042	0.143	0.055	0.090	0.072	0.094	0.000	0.000	0.000	0.057	0.037	0.000	0.000	0.056	0.000	0.051	0.152	0.000	0.170	0.000	0.000	0.000	0.158	0.058	0.000	0.069	0.063	0.000	0.000	0.366	0.000	0.000	0.283	0.133	0.221	0.134	0.093	0.000	0.274	0.159	0.000	0.000	0.000	0.141
bayonet	0.135	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.237	0.000	0.037	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.000	0.000	0.052	0.000	0.121	0.119	0.000	0.000	0.000	0.041	0.000	0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.000	0.000	0.000	0.295	0.000	0.201	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.056	0.000	0.050	0.074	0.000	0.000	0.000	0.040	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.059	0.000	0.000	0.000	0.144	0.000	0.060	0.000	0.178	0.000	0.000	0.000	0.000	0.092
bazooka	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.150	0.038	0.058	0.102	0.000	0.026	0.000	0.036	0.000	0.029	0.000	0.000	0.045	0.279	0.078	0.000	0.000	0.486	0.051	0.039	0.034	0.000	0.071	0.000	0.000	0.000	0.022	0.033	0.144	0.045	0.237	0.000	0.000	0.000	0.000	0.094	0.000	0.073	0.209	0.019	0.000	0.078	0.000	0.000	0.000	0.039	0.037	0.035	0.056	0.029	0.027	0.106	0.000	0.256	0.034	0.000	0.000	0.000	0.000	0.283	0.000	0.068	0.000	0.355	0.154	0.103	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.082	0.000	0.050	0.000	0.159	0.000	0.171	0.022	0.000	0.140	0.038	0.061	0.069	0.045	0.075	0.104	0.092	0.000	0.000	0.088	0.137	0.181	0.033	0.049	0.000	0.000	0.042	0.099	0.000	0.056	0.061	0.000	0.000	0.000	0.000	0.041	0.024	0.000	0.000	0.096	0.000	0.047	0.117	0.028	0.077	0.044	0.169	0.045	0.020	0.000	0.132	0.088	0.000	0.000	0.000
beans	0.000	0.000	0.000	0.053	0.022	0.222	0.122	0.027	0.042	0.162	0.000	0.000	0.000	0.000	0.022	0.000	0.029	0.000	0.058	0.424	0.060	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.117	0.000	0.000	0.000	0.045	0.000	0.000	0.036	0.647	0.000	0.174	0.099	0.034	0.000	0.000	0.024	0.033	0.000	0.000	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.045	0.165	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.044	0.000	0.000	0.291	0.000	0.000	0.000	0.303	0.000	0.125	0.000	0.027	0.000	0.000	0.000	0.040	0.000	0.035	0.000	0.000	0.137	0.000	0.000	0.000	0.111	0.042	0.556	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.254	0.024	0.000	0.000	0.000	0.283	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.050	0.160	0.000	0.086	0.000	0.000	0.407	0.000	0.611
bear	0.000	0.000	0.000	0.057	0.124	0.085	0.051	0.029	0.045	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.113	0.305	0.000	0.000	0.000	0.000	0.297	0.000	0.000	0.064	0.177	0.000	0.000	0.025	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.437	0.050	0.000	0.049	0.000	0.030	0.000	0.000	0.000	0.013	0.097	0.091	0.000	0.017	0.101	0.000	0.000	0.000	0.343	0.037	0.000	0.000	0.000	0.021	0.146	0.000	0.000	0.000	0.155	0.000	0.000	0.090	0.000	0.000	0.017	0.031	0.000	0.000	0.205	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.394	0.110	0.000	0.059	0.000	0.000	0.000	0.154	0.000	0.127	0.085	0.000	0.000	0.000	0.000	0.101	0.088	0.000	0.034	0.199	0.000	0.195	0.096	0.159	0.038	0.103	0.000	0.081	0.000	0.000	0.138	0.088	0.000	0.000	0.025	0.183	0.000	0.000	0.115	0.492	0.052	0.065	0.447	0.000	0.000	0.052	0.000	0.158	0.051	0.058	0.000	0.199	0.000	0.341	0.000
beaver	0.000	0.000	0.000	0.072	0.000	0.110	0.270	0.037	0.057	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.352	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.180	0.000	0.000	0.000	0.000	0.000	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.161	0.335	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	0.220	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.244	0.000	0.000	0.000	0.116	0.041	0.000	0.225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.031	0.000	0.000	0.145	0.345	0.000	0.000	0.243	0.000	0.000	0.000	0.000	0.072	0.042	0.073	0.000	0.000	0.000	0.202	0.000
bed	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.020	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000
bedroom	0.000	0.000	0.000	0.000	0.015	0.056	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.016	0.000	0.020	0.000	0.000	0.000	0.042	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.080	0.000	0.031	0.000	0.000	0.026	0.000	0.000	0.000	0.026	0.024	0.000	0.000	0.017	0.023	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.032	0.000	0.000	0.000	0.000	0.000	0.059	0.145	0.000	0.031	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.013	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000
beehive	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
beetle	0.000	0.000	0.000	0.000	0.058	0.101	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.020	0.000	0.025	0.174	0.018	0.000	0.053	0.000	0.037	0.096	0.098	0.000	0.020	0.055	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.171	0.016	0.000	0.015	0.000	0.000	0.000	0.192	0.000	0.030	0.109	0.232	0.000	0.000	0.402	0.000	0.000	0.000	0.058	0.248	0.000	0.030	0.144	0.059	0.187	0.000	0.000	0.017	0.048	0.000	0.000	0.065	0.000	0.000	0.000	0.025	0.054	0.040	0.064	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.077	0.057	0.000	0.000	0.000	0.000	0.000	0.198	0.000	0.040	0.026	0.000	0.000	0.036	0.000	0.063	0.027	0.032	0.000	0.062	0.000	0.061	0.023	0.068	0.000	0.227	0.000	0.025	0.000	0.000	0.043	0.041	0.000	0.000	0.000	0.176	0.000	0.000	0.201	0.067	0.058	0.579	0.083	0.000	0.000	0.058	0.045	0.031	0.157	0.062	0.000	0.062	0.000	0.115	0.000
beets	0.000	0.000	0.000	0.000	0.000	0.025	0.052	0.000	0.000	0.046	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.433	0.000	0.075	0.000	0.000	0.000	0.000	0.066	0.072	0.000	0.000	0.046	0.271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.000	0.000	0.000	0.047	0.000	0.000	0.039	0.073	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.048	0.018	0.632	0.000	0.000	0.049	0.000	0.067	0.000	0.000	0.000	0.045	0.000	0.000	0.131	0.000	0.058	0.000	0.052	0.000	0.000	0.162	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.413	0.000	0.388
belt	0.110	0.016	0.000	0.305	0.000	0.000	0.000	0.252	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.020	0.000	0.000	0.000	0.020	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.377	0.000	0.000	0.000	0.000	0.028	0.000	0.156	0.090	0.000	0.000	0.000	0.022	0.000	0.000	0.090	0.000	0.103	0.000	0.000	0.000	0.029	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.115	0.000	0.000	0.000	0.093	0.000	0.044	0.033	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.030	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.038	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.394	0.000	0.032	0.000	0.096	0.000	0.000	0.000	0.000	0.049
bench	0.099	0.184	0.000	0.121	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.043	0.094	0.063	0.026	0.068	0.072	0.000	0.000	0.027	0.294	0.018	0.194	0.026	0.098	0.274	0.173	0.058	0.029	0.000	0.070	0.036	0.000	0.024	0.226	0.050	0.104	0.175	0.018	0.000	0.263	0.313	0.159	0.114	0.000	0.000	0.026	0.186	0.066	0.000	0.166	0.124	0.000	0.000	0.152	0.000	0.014	0.000	0.000	0.423	0.080	0.577	0.000	0.019	0.075	0.000	0.059	0.000	0.214	0.000	0.035	0.031	0.111	0.323	0.080	0.000	0.055	0.070	0.073	0.029	0.000	0.000	0.000	0.041	0.080	0.065	0.000	0.000	0.035	0.000	0.063	0.000	0.165	0.016	0.000	0.028	0.000	0.025	0.049	0.032	0.052	0.042	0.045	0.017	0.000	0.000	0.033	0.021	0.000	0.000	0.000	0.035	0.030	0.082	0.000	0.039	0.000	0.000	0.038	0.075	0.129	0.000	0.106	0.140	0.062	0.000	0.136	0.000	0.000	0.020	0.141	0.105	0.078	0.044	0.000	0.130	0.093	0.000	0.000	0.031	0.067
bike	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.032	0.567	0.021	0.036	0.000	0.000	0.000	0.013	0.000	0.010	0.000	0.000	0.016	0.051	0.067	0.000	0.000	0.035	0.018	0.000	0.012	0.505	0.025	0.000	0.000	0.000	0.000	0.026	0.043	0.098	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.026	0.000	0.000	0.000	0.027	0.000	0.019	0.000	0.000	0.000	0.000	0.044	0.000	0.009	0.037	0.000	0.095	0.137	0.000	0.000	0.000	0.000	0.024	0.000	0.024	0.000	0.130	0.035	0.037	0.000	0.111	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.018	0.034	0.000	0.000	0.060	0.000	0.000	0.271	0.257	0.190	0.024	0.516	0.026	0.470	0.000	0.000	0.000	0.354	0.017	0.011	0.000	0.000	0.000	0.000	0.028	0.022	0.144	0.020	0.270	0.000	0.000	0.000	0.000	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.415	0.000	0.039	0.000	0.000	0.000	0.047	0.031	0.000	0.000	0.000
bin_(waste)	0.000	0.075	0.000	0.000	0.056	0.068	0.000	0.037	0.000	0.128	0.122	0.119	0.000	0.232	0.092	0.113	0.222	0.000	0.018	0.039	0.120	0.000	0.092	0.000	0.000	0.121	0.299	0.053	0.000	0.000	0.193	0.098	0.090	0.065	0.000	0.193	0.000	0.000	0.014	0.015	0.129	0.252	0.133	0.000	0.000	0.030	0.056	0.000	0.182	0.038	0.272	0.000	0.044	0.000	0.182	0.000	0.032	0.029	0.000	0.000	0.100	0.222	0.020	0.052	0.381	0.016	0.208	0.000	0.000	0.000	0.000	0.000	0.130	0.080	0.185	0.106	0.213	0.340	0.200	0.000	0.000	0.086	0.000	0.042	0.293	0.000	0.016	0.021	0.096	0.000	0.000	0.119	0.394	0.015	0.000	0.116	0.026	0.068	0.330	0.122	0.144	0.176	0.026	0.000	0.029	0.060	0.091	0.118	0.073	0.033	0.044	0.014	0.081	0.255	0.000	0.188	0.042	0.000	0.000	0.000	0.000	0.028	0.046	0.000	0.016	0.065	0.062	0.027	0.080	0.249	0.150	0.000	0.377	0.030	0.000	0.027	0.255	0.060	0.000	0.000	0.000
birch	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.184	0.000	0.000	0.000	0.000	0.000	0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.231	0.197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.098	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.000	0.000	0.000	0.000	0.000	0.163	0.000
biscuit	0.000	0.000	0.000	0.000	0.034	0.222	0.205	0.000	0.000	0.268	0.106	0.000	0.000	0.000	0.035	0.000	0.045	0.000	0.097	0.256	0.094	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.494	0.000	0.000	0.048	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.000	0.000	0.070	0.000	0.000	0.057	0.065	0.000	0.294	0.059	0.054	0.000	0.000	0.107	0.127	0.000	0.000	0.049	0.215	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.096	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.069	0.000	0.000	0.039	0.000	0.000	0.000	0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.063	0.000	0.056	0.000	0.000	0.274	0.000	0.000	0.000	0.243	0.071	0.277	0.026	0.000	0.051	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.000	0.054	0.050	0.000	0.170	0.000	0.000	0.079	0.000	0.000	0.050	0.000	0.000	0.166	0.000	0.067
