CONCEPT	accordion	airplane	alligator	ambulance	anchor	ant	apartment	apple	apron	armour	ashtray	asparagus	avocado	axe	bag	bagpipe	ball	balloon	banana	banjo	banner	barn	barrel	basement	basket	bat_(animal)	bat_(baseball)	bathtub	baton	bayonet	bazooka	beans	bear	beaver	bed	bedroom	beehive	beetle	beets	belt	bench	bike	bin_(waste)	birch	biscuit	bison	blackbird	blender	blouse	blueberry	bluejay	board_(black)	board_(wood)	boat	bolts	bomb	book	bookcase	boots	bottle	bouquet	bow_(ribbon)	bow_(weapon)	bowl	box	bra	bracelet	bread	brick	bridge	broccoli	broom	brush	bucket	buckle	budgie	buffalo	buggy	building	bull	bullet	bungalow	bureau	bus	butterfly	buzzard	cabbage	cabin	cabinet	cage	cake	calf	camel	camisole	canary	candle	cannon	canoe	cantaloupe	cap_(bottle)	cap_(hat)	cape	car	card_(greeting)	caribou	carpet	carrot	cart	cat	catapult	caterpillar	catfish	cathedral	cauliflower	cedar	celery	cellar	cello	certificate	chain	chair	chandelier	chapel	cheese	cheetah	cherry	chickadee	chicken	chimp	chipmunk	chisel	church	cigar	cigarette	clam	clamp	clarinet	cloak	clock	closet	coat	cockroach	coconut	cod	coin	colander	comb	cork	corkscrew	corn	cottage	couch	cougar	cow	coyote	crab	cranberry	crane_(machine)	crayon	crocodile	crossbow	crow	crowbar	crown	cucumber	cup	cupboard	curtains	cushion	dagger	dandelion	deer	desk	dish	dishwasher	dog	doll	dolphin	donkey	door	doorknob	dove	drain	drapes	dress	dresser	drill	drum	duck	dunebuggy	eagle	earmuffs	eel	eggplant	elephant	elevator	elk	emerald	emu	envelope
cabinet	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.252	0.000	0.500	0.562	0.248	0.161	0.000	0.358	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.018	0.063	0.000	0.000	0.000	0.000	0.321	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.395	0.213	0.000	0.000	0.000	0.547	0.000	0.000	0.000	0.000	0.211	0.051	0.397	0.000	0.000	0.000	0.000	0.098	0.000	0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.226	0.000	0.000	0.000	0.575	0.034	0.000	0.000	0.000	0.370	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.019	0.000	0.231	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.184	0.243	0.000	0.000	0.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.458	0.000	0.031	0.000	0.000	0.000	0.067	0.000	0.235	0.039	0.000	0.233	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.209	0.000	0.000	0.000	0.000	0.038	0.835	0.000	0.000	0.000	0.000	0.000	0.359	0.049	0.121	0.000	0.000	0.000	0.000	0.313	0.000	0.000	0.031	0.000	0.000	0.573	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000
cage	0.000	0.110	0.000	0.000	0.297	0.071	0.037	0.000	0.000	0.302	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.018	0.247	0.000	0.196	0.000	0.162	0.024	0.000	0.000	0.000	0.017	0.000	0.021	0.000	0.000	0.114	0.057	0.335	0.000	0.038	0.000	0.000	0.000	0.000	0.047	0.015	0.000	0.000	0.023	0.324	0.000	0.000	0.088	0.000	0.089	0.000	0.000	0.000	0.035	0.023	0.000	0.092	0.000	0.000	0.217	0.000	0.000	0.114	0.267	0.384	0.026	0.000	0.114	0.092	0.000	0.215	0.061	0.000	0.000	0.022	0.000	0.000	0.036	0.000	1.000	0.000	0.039	0.000	0.000	0.036	0.000	0.073	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.322	0.000	0.000	0.000	0.000	0.000	0.036	0.063	0.000	0.000	0.058	0.270	0.000	0.000	0.000	0.000	0.235	0.115	0.000	0.000	0.029	0.000	0.028	0.000	0.000	0.319	0.291	0.107	0.000	0.385	0.000	0.088	0.000	0.000	0.000	0.000	0.021	0.025	0.251	0.000	0.000	0.000	0.000	0.425	0.000	0.000	0.000	0.000	0.000	0.020	0.112	0.000	0.000	0.139	0.000	0.127	0.000	0.000	0.000	0.000	0.310	0.221	0.000	0.087	0.000	0.000	0.000	0.079	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000
cake	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.068	0.138	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.334	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	1.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.080	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.182	0.000	0.061	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.109	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.158	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.059	0.124	0.000	0.000	0.034	0.000	0.000	0.000
calf	0.000	0.000	0.159	0.000	0.000	0.120	0.063	0.000	0.000	0.000	0.000	0.039	0.047	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.086	0.169	0.183	0.000	0.029	0.000	0.037	0.019	0.000	0.030	0.000	0.035	0.000	0.140	0.192	0.067	0.000	0.000	0.120	0.075	0.000	0.000	0.040	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.050	0.000	0.028	0.020	0.000	0.000	0.000	0.048	0.045	0.302	0.000	0.000	0.111	0.061	0.104	0.000	0.000	0.037	0.000	0.014	0.061	0.000	0.039	0.035	1.000	0.125	0.000	0.062	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.225	0.000	0.000	0.000	0.252	0.000	0.072	0.037	0.000	0.027	0.000	0.022	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.058	0.193	0.062	0.197	0.200	0.181	0.272	0.000	0.000	0.000	0.000	0.129	0.000	0.000	0.000	0.000	0.050	0.000	0.048	0.018	0.062	0.048	0.000	0.037	0.000	0.000	0.030	0.149	0.033	0.239	0.320	0.255	0.146	0.043	0.000	0.000	0.140	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.034	0.052	0.000	0.291	0.059	0.000	0.000	0.269	0.000	0.051	0.412	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.033	0.070	0.188	0.000	0.345	0.000	0.116	0.000
camel	0.000	0.043	0.115	0.023	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.023	0.022	0.075	0.000	0.000	0.080	0.000	0.016	0.000	0.000	0.021	0.065	0.261	0.204	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.082	0.014	0.000	0.000	0.319	0.061	0.000	0.000	0.000	0.045	0.012	0.051	0.043	0.000	0.000	0.000	0.011	0.031	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.073	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.288	0.028	0.026	0.157	0.000	0.000	0.011	0.063	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.125	1.000	0.000	0.019	0.000	0.019	0.014	0.000	0.000	0.000	0.000	0.042	0.000	0.266	0.000	0.000	0.011	0.192	0.019	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.071	0.000	0.000	0.000	0.147	0.000	0.111	0.096	0.222	0.197	0.000	0.014	0.115	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.060	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.040	0.212	0.245	0.214	0.089	0.000	0.049	0.000	0.072	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.046	0.000	0.000	0.191	0.000	0.099	0.315	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.031	0.012	0.020	0.000	0.000	0.000	0.197	0.029	0.277	0.000	0.165	0.000
camisole	0.000	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.030	0.000	0.019	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.045	0.000	0.087	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.089	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.072	0.000	0.000	0.054	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.000	0.043	0.318	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094
canary	0.000	0.203	0.000	0.000	0.000	0.113	0.059	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.262	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.000	0.000	0.000	0.135	0.000	0.000	0.000	0.027	0.080	0.156	0.000	0.000	0.000	0.000	0.033	0.000	0.061	0.000	0.534	0.000	0.000	0.074	0.540	0.000	0.000	0.037	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.045	0.764	0.000	0.000	0.000	0.000	0.058	0.098	0.000	0.056	0.208	0.488	0.000	0.058	0.000	0.036	0.000	0.062	0.019	0.000	1.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.151	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.121	0.067	0.058	0.714	0.354	0.050	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.089	0.000	0.000	0.045	0.000	0.034	0.000	0.000	0.248	0.140	0.020	0.044	0.091	0.000	0.062	0.041	0.070	0.000	0.000	0.000	0.407	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.049	0.265	0.029	0.031	0.000	0.000	0.100	0.000	0.026	0.047	0.000	0.000	0.459	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.456	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.362	0.000
candle	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.037	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.012	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.029	0.000	0.079	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.037	0.000	0.026	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.029	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.307	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.057	0.022	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056
cannon	0.034	0.055	0.000	0.044	0.278	0.102	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.087	0.000	0.033	0.000	0.025	0.000	0.000	0.039	0.039	0.033	0.000	0.000	0.082	0.091	0.028	0.039	0.000	0.501	0.000	0.155	0.000	0.000	0.000	0.000	0.108	0.000	0.000	0.023	0.112	0.088	0.000	0.000	0.088	0.061	0.062	0.000	0.000	0.000	0.161	0.025	0.000	0.059	0.271	0.000	0.037	0.030	0.000	0.000	0.000	0.047	0.000	0.028	0.026	0.019	0.000	0.166	0.072	0.000	0.000	0.023	0.043	0.071	0.022	0.080	0.116	0.063	0.075	0.054	0.000	0.059	0.110	0.000	0.096	0.000	0.000	0.000	0.073	0.000	0.000	0.019	0.000	0.000	0.000	1.000	0.000	0.000	0.046	0.000	0.069	0.073	0.000	0.052	0.000	0.000	0.142	0.000	0.199	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.056	0.000	0.065	0.000	0.046	0.000	0.000	0.000	0.000	0.040	0.024	0.000	0.000	0.054	0.025	0.021	0.000	0.000	0.047	0.098	0.102	0.000	0.000	0.000	0.082	0.000	0.000	0.058	0.058	0.017	0.000	0.077	0.000	0.000	0.049	0.020	0.102	0.000	0.000	0.000	0.219	0.000	0.043	0.124	0.258	0.256	0.046	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.028	0.000	0.044	0.000	0.000	0.000	0.000	0.047	0.034	0.000	0.018	0.043	0.000	0.051	0.098	0.093	0.000	0.141	0.034	0.000	0.000	0.000	0.107	0.019	0.030	0.000	0.034	0.000
canoe	0.000	0.030	0.039	0.013	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.073	0.024	0.121	0.038	0.110	0.212	0.000	0.077	0.000	0.222	0.000	0.133	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.184	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.234	0.217	0.000	0.000	0.000	0.159	0.018	0.000	0.000	0.024	0.120	0.000	0.047	0.000	0.014	0.000	0.000	0.065	0.000	0.137	0.000	0.000	0.000	0.000	0.000	0.035	0.065	0.000	0.000	0.000	0.120	0.057	0.000	0.000	0.000	0.178	0.193	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.061	0.052	0.000	0.000	0.000	0.019	0.111	0.000	0.102	0.020	0.000	0.000	0.000	0.000	0.018	0.000	0.117	0.000	0.029	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.061	0.068	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.018	0.113	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.101	0.000	0.031	0.000	0.035	0.000	0.097	0.014	0.000	0.000	0.000	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.000	0.000	0.000	0.020	0.035	0.122	0.000	0.000	0.000	0.015	0.000	0.000	0.053	0.000	0.000	0.036	0.000	0.000	0.000	0.000
cantaloupe	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.521	0.000	0.000	0.077	0.000	0.358	0.000	0.000	0.000	0.175	0.102	0.336	0.059	0.000	0.000	0.156	0.000	0.000	0.000	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.000	0.000	0.111	0.000	0.144	0.000	0.000	0.000	0.000	0.499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.179	0.000	0.000	0.059	0.000	0.000	0.000	0.019	0.000	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.468	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.273	0.000	0.181	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.022	0.316	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.181	0.000	0.000	0.000	0.037	0.000	0.045	0.000	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.041	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.060	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000
cap_(bottle)	0.000	0.069	0.000	0.000	0.187	0.178	0.093	0.067	0.000	0.190	0.169	0.000	0.000	0.000	0.226	0.000	0.233	0.179	0.045	0.079	0.068	0.000	0.208	0.000	0.000	0.045	0.156	0.000	0.313	0.000	0.102	0.061	0.000	0.000	0.000	0.043	0.000	0.054	0.124	0.000	0.072	0.036	0.523	0.000	0.225	0.000	0.000	0.053	0.000	0.273	0.037	0.000	0.000	0.059	0.261	0.000	0.000	0.055	0.000	0.119	0.000	0.000	0.045	0.324	0.059	0.000	0.137	0.000	0.000	0.168	0.000	0.039	0.180	0.405	0.354	0.067	0.000	0.072	0.058	0.000	0.203	0.154	0.000	0.000	0.055	0.000	0.092	0.091	0.000	0.286	0.000	0.097	0.000	0.000	0.091	0.000	0.046	0.000	0.151	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.000	0.000	0.000	0.000	0.206	0.158	0.000	0.000	0.147	0.170	0.000	0.000	0.067	0.000	0.148	0.073	0.000	0.090	0.074	0.000	0.070	0.041	0.000	0.495	0.353	0.280	0.080	0.242	0.000	0.221	0.000	0.000	0.000	0.000	0.053	0.064	0.158	0.000	0.000	0.000	0.000	0.267	0.092	0.000	0.071	0.000	0.000	0.098	0.128	0.000	0.000	0.087	0.239	0.059	0.000	0.000	0.000	0.000	0.147	0.246	0.000	0.109	0.000	0.000	0.000	0.050	0.159	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000
cap_(hat)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.034	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.018	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.067	0.000	0.026	0.000	0.045	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.037	0.000	0.000	0.000	0.000	1.000	0.083	0.023	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.120	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.028	0.020	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026
cape	0.000	0.000	0.139	0.000	0.000	0.104	0.000	0.000	0.133	0.000	0.000	0.150	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.133	0.000	0.000	0.000	0.000	0.083	0.178	0.000	0.226	0.147	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.083	0.000	0.139	0.107	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.187	0.000	0.000	0.143	0.159	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.085	0.066	0.000	0.000	0.078	0.000	0.000	0.000	0.062	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.069	0.061	0.000	0.000	0.083	1.000	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.165	0.573	0.000	0.000	0.263	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.153	0.151	0.000	0.124	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.422	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000
car	0.000	0.204	0.000	0.201	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.023	0.041	0.000	0.000	0.000	0.027	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.346	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.018	0.000	0.020	0.056	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.437	0.133	0.000	0.064	0.000	0.000	0.563	0.037	0.000	0.000	0.000	0.090	0.000	0.000	0.000	0.042	0.000	0.000	0.026	0.073	0.052	0.000	0.000	0.023	0.000	1.000	0.000	0.020	0.038	0.000	0.297	0.000	0.061	0.016	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.089	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.022	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.023	0.000	0.098	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.067	0.000	0.013	0.082	0.019	0.014	0.000	0.000	0.053	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.054	0.000	0.000	0.000	0.000	0.516	0.000	0.019	0.000	0.000	0.000	0.192	0.026	0.085	0.000	0.018
card_(greeting)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.235	0.000	0.000	0.023	0.000	0.000	0.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.000	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.042	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.251
